STREET,CITY,REGION,ZIP,COUNTRY,LONGITUDE,LATITUDE
Rua Aurendina Pinto Lara,Suzano,SP,08630-440,BR,-46.31051,-23.54116
Rua Carim Jorge,Suzano,SP,08655-760,BR,-46.30524,-23.60292
Rua Giovanni Narcisi,São Paulo,SP,05159-360,BR,-46.75383,-23.48769
Rua Gaetano Gioja,São Paulo,SP,05183-180,BR,-46.75147,-23.45266
Rua Lajes Pintadas,São Paulo,SP,05268-190,BR,-46.79177,-23.43447
Avenida Paulista,São Paulo,SP,01311-914,BR,-46.66122,-23.55742
Rua São João del Rei,São Paulo,SP,01546-120,BR,-46.62218,-23.57489
Travessa Carlos Cardin,São Paulo,SP,02221-140,BR,-46.57892,-23.48587
Travessa Halésia,São Paulo,SP,02280-105,BR,-46.59523,-23.48421
Rua Heráclito Sandano,São Paulo,SP,08151-170,BR,-46.40093,-23.52091
Rua Frederico José Furlanetto,São Caetano do Sul,SP,09572-110,BR,-46.56047,-23.64258
Rua Cecília Meireles,São Bernardo do Campo,SP,09896-240,BR,-46.56766,-23.70448
Rua Doutor Manoel Victorino,Santos,SP,11060-430,BR,-46.3358,-23.96269
Viela Cesário Pereto,São Paulo,SP,03721-036,BR,-46.52472,-23.5043
Rua Santa Generosa,São Paulo,SP,04042-010,BR,-46.6508,-23.60328
Rua Frederico Bartholdi,São Paulo,SP,04193-000,BR,-46.60864,-23.64602
Rua São Vicente de Paula,São Paulo,SP,04236-060,BR,-46.5923,-23.6151
Rua Hildebrando Siqueira,São Paulo,SP,04334-150,BR,-46.63851,-23.662
Rua Original,São Paulo,SP,05435-050,BR,-46.68815,-23.55315
Avenida Alberto Vicente Cardoso,São Paulo,SP,05833-030,BR,-46.75741,-23.6719
Rua Nelson Palamin,Osasco,SP,06045-180,BR,-46.79636,-23.57297
Praça Antônio Menk,Osasco,SP,06093-902,BR,-46.77553,-23.52895
Rua Hieronimo Gonçalves Meira,Santana de Parnaíba,SP,06528-110,BR,-46.89831,-23.40922
Rua Índia,Cotia,SP,06719-660,BR,-46.95169,-23.61066
Rua Manoel Calixto de Souza,Caraguatatuba,SP,11665-555,BR,-45.43018,-23.6358
Rua Ernesto Asbeck,Suzano,SP,08692-015,BR,-46.31956,-23.49297
Rua João Mello Reis,Mogi das Cruzes,SP,08830-120,BR,-46.13509,-23.51198
Rua Dona Emília Scarparo,Mauá,SP,09321-460,BR,-46.44476,-23.65017
Rua Miguel Prisco,Ribeirão Pires,SP,09400-110,BR,-46.41437,-23.70836
Avenida Elias Yazbek,Embu das Artes,SP,06803-903,BR,-46.85209,-23.65797
Estrada Maria Cintra Domingues,Itapecerica da Serra,SP,06880-101,BR,-46.84895,-23.71783
Rua Três Fronteiras,Guarulhos,SP,07083-350,BR,-46.54967,-23.43501
Rua Camila Martins dos Santos,Guarulhos,SP,07094-070,BR,-46.54274,-23.4539
Parque Municipal Onofre Miranda Neto,Guarulhos,SP,07122-091,BR,-46.50768,-23.44353
Rua João Alves de Souza Reis Filho,Guarulhos,SP,07154-210,BR,-46.44769,-23.37619
Viela Oliveira,Guarulhos,SP,07172-330,BR,-46.42771,-23.42074
Rua Bráz Alves Batista,Caieiras,SP,07749-155,BR,-46.74008,-23.36452
Rua Alfredo Marcondes,Cajamar,SP,07786-770,BR,-46.82915,-23.33763
Rua Jean Anastace Kovelis,Cajamar,SP,07791-842,BR,-46.85586,-23.40783
Rua Santiago Dantas,Francisco Morato,SP,07902-200,BR,-46.73788,-23.25512
Rua Durvalina Firmino Alves,Taboão da Serra,SP,06766-400,BR,-46.78027,-23.623
Rua Maria Rita Assunção Ferreira,Taboão da Serra,SP,06773-330,BR,-46.79076,-23.64206
Rua José Leandro de Campos,São Paulo,SP,04845-190,BR,-46.69491,-23.75239
Rua Antônio Salim Hissa Filho,São Paulo,SP,04856-020,BR,-46.69468,-23.76411
Rua Sapitica,São Paulo,SP,04858-230,BR,-46.70705,-23.77742
Rua Arlindo Quintino Freitas,Assis,SP,19814-140,BR,-50.4046,-22.661
Rua Pará,Ourinhos,SP,19911-700,BR,-49.8682,-22.97303
Rua Itapiru,Rio de Janeiro,RJ,20251-030,BR,-43.19733,-22.92234
Rua Mirandela,Rio de Janeiro,RJ,20521-470,BR,-43.25292,-22.88348
Rua do Cruzeiro,Rio de Janeiro,RJ,20941-290,BR,-43.68992,-22.92168
Rua São Pedro,Rio de Janeiro,RJ,21311-170,BR,-43.29869,-22.81292
Rua Sargento Geraldo Santana,Rio de Janeiro,RJ,21615-410,BR,-43.39949,-22.86027
Rua Firmino Gonçalves,Rio de Janeiro,RJ,21670-620,BR,-43.39437,-22.99639
Rua Tenente José de Almeida Barros,Itapetininga,SP,18212-479,BR,-48.02619,-23.56744
Rua Santo Urso,Tatuí,SP,18275-610,BR,-47.85664,-23.36047
Rua Palmira Vanni,Tatuí,SP,18278-610,BR,-47.85919,-23.34632
Estrada Municipal Capuava,Capão Bonito,SP,18304-518,BR,-48.32627,-24.01496
Rua Sion,São Paulo,SP,02441-070,BR,-46.64149,-23.47443
Rua Arpuí,São Paulo,SP,02514-050,BR,-46.65384,-23.50748
Travessa do Limão,São Paulo,SP,02551-110,BR,-46.67065,-23.50406
Passagem Salvador,São Paulo,SP,02873-011,BR,-46.5794,-23.45685
Rua Monte Mor,São Paulo,SP,03427-010,BR,-46.53525,-23.55082
Rua Taubaté,São Paulo,SP,03433-000,BR,-46.53467,-23.55827
Rua Arrabalde da Ponte,São Paulo,SP,03574-060,BR,-46.51326,-23.55902
Rua Domingos José Pelegi,São Paulo,SP,03581-190,BR,-46.49878,-23.55738
Rua Tuapé,São Paulo,SP,03607-040,BR,-46.54536,-23.5201
Rua João Serbino,Atibaia,SP,12942-500,BR,-46.56657,-23.11863
Rua Santa Rosa do Viterbo,Campinas,SP,13041-260,BR,-47.06232,-22.92493
Rua André de Souza Campos,Campinas,SP,13050-730,BR,-47.10651,-22.94629
Rua Valter Moraes,Campinas,SP,13057-526,BR,-45.41025,-22.96115
Rua José de Toledo Neto,Campinas,SP,13058-838,BR,-47.18294,-22.91823
Rua Pastor Antonio Silverio,Campinas,SP,13059-853,BR,-45.41025,-22.96115
Rua União,Campinas,SP,13060-052,BR,-47.10563,-22.93017
Rua Sampaio Vidal,Campinas,SP,13070-090,BR,-47.08218,-22.88532
Rua Geraldo Lucas Evangelista,Praia Grande,SP,11724-250,BR,-45.06635,-23.46927
Avenida Ub-31,São José dos Campos,SP,12244-511,BR,-45.95283,-23.20308
Rua Professora Zélia de Souza Madureira,Caçapava,SP,12286-210,BR,-45.72054,-23.11734
Rua Maria Martins,Jacareí,SP,12301-635,BR,-45.9457,-23.2625
Rua Izabel Costa dos Santos,Guaratinguetá,SP,12508-380,BR,-45.19564,-22.82007
Rua Expedicionário Benedito Patrício,Guaratinguetá,SP,12511-040,BR,-45.20474,-22.80674
Rua Doutor Antônio Andrade Costa,Guaratinguetá,SP,12517-130,BR,-45.18059,-22.80181
Rua Severino Fittipaldi,Lorena,SP,12602-320,BR,-45.11884,-22.71781
Rua Milton C de Medeiros,Lorena,SP,12610-205,BR,-45.12897,-22.75827
Rua Doutor Geraldo Cosme de Menezes,Cruzeiro,SP,12721-628,BR,-44.94819,-22.5596
Rua Celina,Bragança Paulista,SP,12912-040,BR,-46.53518,-22.88129
Rua Castro Alves,Bragança Paulista,SP,12914-300,BR,-46.52982,-22.95817
Rua da Borracha,Santa Bárbara D'Oeste,SP,13454-206,BR,-47.36858,-22.73894
Rua Ismael Alves,Santa Bárbara D'Oeste,SP,13457-110,BR,-47.38783,-22.77086
Rua Ipiranga,Santa Bárbara D'Oeste,SP,13458-031,BR,-47.41167,-22.76822
Rua Félicio Zamperlin,Americana,SP,13476-622,BR,-47.30896,-22.73325
Rua Olivio Machado,Limeira,SP,13485-355,BR,-47.38444,-22.55369
Avenida 1 JF,Rio Claro,SP,13505-030,BR,-47.55774,-22.38221
Rua José Francisco Barbosa,Campinas,SP,13087-553,BR,-47.04362,-22.84352
Rua Sônia Barreto Tupynambá Freire,Campinas,SP,13099-008,BR,-47.01482,-22.75607
Rua Ayres Pereira,Campinas,SP,13107-118,BR,-46.96046,-22.87442
Rua Eduardo Hoffmann,Sumaré,SP,13179-418,BR,-47.16748,-22.81221
Rua Rio de Janeiro,Hortolândia,SP,13183-412,BR,-47.19883,-22.85482
Rua Professor Joaquim Candelário de Freitas,Várzea Paulista,SP,13220-330,BR,-46.83853,-23.21228
Avenida Vicente Catalani,Itatiba,SP,13256-970,BR,-46.87279,-23.00861
Rua Osílvio Rosa,Itatiba,SP,13257-875,BR,-46.83876,-23.00683
Rua Gildo Tordin,Valinhos,SP,13273-157,BR,-46.99119,-22.95165
Rua Domingos Tordin,Valinhos,SP,13275-095,BR,-46.98667,-22.9742
Rua Fernando Dias Ferraz,Itu,SP,13304-631,BR,-47.29379,-23.26046
Rua Paulo Steiner,Itu,SP,13313-212,BR,-47.31382,-23.24612
Rua Ayrton Senna da Silva,Indaiatuba,SP,13332-809,BR,-47.23934,-23.05192
Rua Caetê,Indaiatuba,SP,13335-370,BR,-47.19524,-23.08077
Rua Alfredo Guedes,Piracicaba,SP,13419-285,BR,-47.64677,-22.73863
Rua Sérgio Cardoso,Piracicaba,SP,13425-694,BR,-47.61468,-22.76051
Rua Indiaporã,Piracicaba,SP,13426-712,BR,-47.65164,-22.79321
Rua Hermano Parazzi,Santa Bárbara D'Oeste,SP,13453-744,BR,-47.39326,-22.7252
Rua Nelson Pires de Castro,Franca,SP,14408-112,BR,-47.43363,-20.50737
Rua Jeres Benedito de Souza,Franca,SP,14409-194,BR,-47.39244,-20.51056
Rua Carlos Busse Junior,Bebedouro,SP,14708-274,BR,-48.49387,-20.91275
Avenida Celso Daniel Galvani,Barretos,SP,14781-145,BR,-48.56816,-20.52331
Rua Jorge Antonio Hildebrand,São Carlos,SP,13568-801,BR,-47.857,-21.9939
Rua Irineu Mello,São Carlos,SP,13568-825,BR,-47.86543,-21.99727
Avenida João Rossi,Araras,SP,13605-300,BR,-47.34531,-22.34059
Praça Raul Krempel,Leme,SP,13615-609,BR,-47.40315,-22.18385
Rua Santa Maria,Mogi Mirim,SP,13801-475,BR,-46.96275,-22.44523
Rua Trajano de Souza Moraes,Mogi Guaçu,SP,13840-121,BR,-46.93812,-22.36012
Avenida Nair Galhardoni,Mogi Guaçu,SP,13841-150,BR,-46.91755,-22.37369
Rua Maurílio Álvares,São João da Boa Vista,SP,13873-060,BR,-46.79646,-21.95744
Rua José Paulino,São João da Boa Vista,SP,13876-842,BR,-46.78484,-22.00318
Rua Marechal Rondon,Itapira,SP,13974-210,BR,-46.83696,-22.43358
Rua dos Girassóis,Itapira,SP,13976-405,BR,-46.83723,-22.42744
Rua Leontina Odette de Castro,Franca,SP,14403-204,BR,-47.39333,-20.55749
Avenida Felice Zambon,Matão,SP,15990-568,BR,-48.36326,-21.61396
Avenida Tiradentes,Matão,SP,15997-080,BR,-48.35947,-21.59607
Rua Fundador Paulino Gatto,Araçatuba,SP,16070-272,BR,-50.47669,-21.19818
Rua Izabel dos Santos Knecht,Andradina,SP,16902-211,BR,-51.35513,-20.90748
Rua Jeryes Shayeb,Bauru,SP,17024-843,BR,-49.06351,-22.29394
Rua Sampaio Bueno,Jaú,SP,17205-070,BR,-48.56896,-22.28697
Praça Dona Mariquinha Pacheco,Jaú,SP,17212-541,BR,-48.56196,-22.29653
Rua Santa Catarina,Jaú,SP,17220-200,BR,-48.6723,-22.36654
Rua Sebastião Gonçalves Sobrinho,Marília,SP,17519-410,BR,-49.93865,-22.23214
Rua Timborés,Tupã,SP,17601-040,BR,-50.50828,-21.92528
Rua Agenor Cruz,Sorocaba,SP,18052-826,BR,-47.48501,-23.54061
Avenida Chico Xavier,Sorocaba,SP,18079-720,BR,-47.48413,-23.42059
Rua Paquetá,São José do Rio Preto,SP,15025-180,BR,-49.39365,-20.81342
Estrada Silvio Pelicer Filho,São José do Rio Preto,SP,15062-002,BR,-49.31229,-20.85152
Rua Francisco Alves,São José do Rio Preto,SP,15080-190,BR,-49.36808,-20.8263
Rua das Araucárias,São José do Rio Preto,SP,15093-683,BR,-49.42798,-20.8864
Rua Eufrázia Pereira Camargo,Votorantim,SP,18115-700,BR,-47.4511,-23.56218
Avenida Terceiro Mundo,Serra,ES,29163-478,BR,-40.22587,-20.21897
Rua das Cidreiras,Serra,ES,29172-160,BR,-40.20206,-20.17323
Beco Castelo Branco,Serra,ES,29175-648,BR,-40.26322,-20.24869
Rua Um,Santa Luzia,MG,33145-210,BR,-43.84469,-19.78105
Rua Dália,Santa Luzia,MG,33170-660,BR,-45.46784,-22.43994
Rua Braúnas,Ribeirão das Neves,MG,33939-020,BR,-43.99586,-19.79416
Avenida Bela Vista,Governador Valadares,MG,35051-040,BR,-41.98165,-18.87711
Rua Congonhas,Governador Valadares,MG,35059-140,BR,-41.94499,-18.83925
Rua Tapicuri,Ipatinga,MG,35162-526,BR,-42.56209,-19.45336
Rua Irene de Castro Souza,Itaguaí,RJ,23826-220,BR,-43.82401,-22.88261
Rua Monte Castelo,Itaguaí,RJ,23836-490,BR,-43.7738,-22.85632
Estrada da Cachoeira,Mangaratiba,RJ,23860-990,BR,-43.99713,-22.93385
Rua Vicinal,Seropédica,RJ,23892-095,BR,-43.68345,-22.72067
Rua Aparecida Helena Ribeiro da Silva,Angra dos Reis,RJ,23932-170,BR,-44.31311,-23.00713
Travessa Projetada B,Niterói,RJ,24130-736,BR,-43.092,-22.87356
Rua Machado,Niterói,RJ,24140-400,BR,-43.06125,-22.88671
Avenida Boa Vista,Niterói,RJ,24346-053,BR,-43.02918,-22.95411
Rua Waldemiro Silveira,São Gonçalo,RJ,24475-040,BR,-42.99504,-22.85446
Rua Marcelino Mesquita,São Gonçalo,RJ,24732-045,BR,-42.97754,-22.82676
Rua Doze,Itaboraí,RJ,24805-729,BR,-42.92388,-22.77708
Rua Doutor Celso Galvão,Itaboraí,RJ,24812-396,BR,-42.88319,-22.75656
Rua Paulina Trindade Pereira,Itaboraí,RJ,24858-048,BR,-42.86079,-22.74754
Rua Seis,Itaboraí,RJ,24859-676,BR,-42.87457,-22.69919
Travessa Sete,Rio de Janeiro,RJ,21831-463,BR,-43.49675,-22.87723
Travessa Cartagena,Rio de Janeiro,RJ,21852-230,BR,-43.49215,-22.85964
Rua São Clemente,Rio de Janeiro,RJ,22260-007,BR,-43.19078,-22.94999
Rua Nicola Gambini,Avaré,SP,18705-863,BR,-48.94334,-23.09344
Rua Isaac Rodrigues Alves,Avaré,SP,18706-300,BR,-48.92876,-23.0858
Rua Soubhie Chafic Chedid,Presidente Prudente,SP,19030-615,BR,-51.37846,-22.11597
Travessa Concilio,Rio de Janeiro,RJ,22773-230,BR,-43.42467,-22.88869
Beco Amizade,Rio de Janeiro,RJ,23520-714,BR,-43.37669,-22.82719
Beco do Teteu,Rio de Janeiro,RJ,23575-487,BR,-43.65493,-22.90621
Rua Comandante Rúbens Silva,Rio de Janeiro,RJ,22750-053,BR,-43.33594,-22.94261
Travessa Vinte e Sete,Rio de Janeiro,RJ,22763-620,BR,-43.22311,-22.80809
Rua S,Maricá,RJ,24932-615,BR,-42.92437,-22.89468
Rua S,Maricá,RJ,24940-520,BR,-42.92437,-22.89468
Rua Luiz Duarte Pereira,Três Rios,RJ,25807-155,BR,-43.20884,-22.10754
Rua Quatro,Nova Iguaçu,RJ,26043-170,BR,-43.42768,-22.73889
Rua Onze A,Belford Roxo,RJ,26140-552,BR,-43.42731,-22.73375
Beco Edson da Costa Ramos,Três Rios,RJ,25815-095,BR,-43.2115,-22.11789
Avenida Guanabara,Magé,RJ,25907-602,BR,-43.02323,-22.58796
Rua I,Guapimirim,RJ,25948-700,BR,-42.97698,-22.56142
Rua da Fazenda,Teresópolis,RJ,25959-225,BR,-42.98098,-22.45723
Rua Vera,Duque de Caxias,RJ,25035-540,BR,-43.31323,-22.76081
Rodovia Washington Luiz,Duque de Caxias,RJ,25213-005,BR,-43.28347,-22.65637
Rua Lúcia,Duque de Caxias,RJ,25223-440,BR,-43.26125,-22.69128
Rua Sessenta e Seis,Duque de Caxias,RJ,25225-190,BR,-43.26494,-22.70776
Rua José Campos Manhães,São João de Meriti,RJ,25540-171,BR,-43.33439,-22.8001
Avenida Sérgio de Moura Pinto,São João de Meriti,RJ,25585-522,BR,-43.3651,-22.8017
Travessa São Francisco de Assis,Petrópolis,RJ,25640-261,BR,-43.18064,-22.5304
Rua Francisco Framback,Petrópolis,RJ,25716-120,BR,-43.15493,-22.47991
Rua Francisco Gomes Moço,Campos dos Goytacazes,RJ,28093-010,BR,-41.30782,-21.69936
Rua Allan Kardeck,Nova Friburgo,RJ,28620-120,BR,-42.54123,-22.31026
Rua Quarenta e Quatro,Rio das Ostras,RJ,28899-276,BR,-41.9837,-22.52959
Rua Marcílio Dias,Cabo Frio,RJ,28910-080,BR,-42.03779,-22.8902
Praça Doutor Athayde,Vitória,ES,29027-110,BR,-40.34895,-20.31778
Beco Projetado 592,Vitória,ES,29051-097,BR,-40.3361,-20.27781
Avenida Cezar Hilal,Vitória,ES,29056-908,BR,-40.30481,-20.31162
Rua Biririca,Vila Velha,ES,29113-110,BR,-40.3507,-20.37068
Rua Basílio Costalonga,Vila Velha,ES,29115-560,BR,-40.33602,-20.33023
Avenida Nossa Senhora da Penha,Cariacica,ES,29141-876,BR,-40.39047,-20.28151
Rua Dona Laura,Nova Iguaçu,RJ,26280-090,BR,-43.48686,-22.7393
Praça Chuno Goichbun,Nova Iguaçu,RJ,26292-432,BR,-43.45114,-22.75997
Rua Maria Rosa,Japeri,RJ,26413-210,BR,-43.62295,-22.69419
Rua Shimano,Mesquita,RJ,26572-045,BR,-43.41211,-22.78786
Rua Benjamim Soares de Souza,Barra do Piraí,RJ,27120-540,BR,-43.801,-22.45638
Travessa Cinco,Volta Redonda,RJ,27250-265,BR,-44.06444,-22.51055
Travessa Dois,Resende,RJ,27521-150,BR,-44.3922,-22.45019
Rua Roberto Costa Reduzino,Macaé,RJ,27932-310,BR,-41.80359,-22.39586
Estrada Ana Nery,Macaé,RJ,27948-076,BR,-42.15839,-22.28229
Rua Buriti,Aracruz,ES,29199-130,BR,-40.27442,-19.81953
Comunidade Santa Luzia,Guarapari,ES,29226-130,BR,-40.46949,-20.52441
Rua José Francisco de Souza,Colatina,ES,29702-640,BR,-40.63675,-19.53743
Rua Fícus,São Mateus,ES,29943-620,BR,-39.85978,-18.72237
Rua Doutor José Mariano,Belo Horizonte,MG,30210-170,BR,-43.9108,-19.95421
Rua Servidão,Belo Horizonte,MG,30260-532,BR,-44.00304,-19.94587
Rua Artur Joviano,Belo Horizonte,MG,30310-270,BR,-43.92584,-19.94628
Beco Saul Dois,Belo Horizonte,MG,30451-455,BR,-43.96679,-19.95152
Rua Adriana Norberta,Belo Horizonte,MG,30512-001,BR,-44.0012,-19.94462
Rua Flor-do-Oriente,Belo Horizonte,MG,30810-427,BR,-43.98789,-19.89392
Rua Professor Patrocínio Filho,Belo Horizonte,MG,31160-550,BR,-43.93013,-19.87363
Rua Lourival de Almeida,Cariacica,ES,29155-623,BR,-40.37837,-20.29017
Quadra EPTG QE 4 Bloco B-11,Brasília,DF,71100-176,BR,-47.98726,-15.80789
Quadra 5 Conjunto 4,Brasília,DF,71551-516,BR,-47.85358778587452,-15.794119773076632
Avenida dos Ingás,Sinop,MT,78552-000,BR,-55.52216,-11.87136
Avenida dos Flamboyants,Sinop,MT,78556-122,BR,-55.50727,-11.87126
Avenida Raimundo de Matos,Rondonópolis,MT,78700-350,BR,-54.64418,-16.47182
Rua Rosa Francisca de Brito,Rondonópolis,MT,78700-407,BR,-54.62234,-16.46587
Rua Jacutinga,Arapongas,PR,86700-205,BR,-51.44323,-23.40897
Rua Belvedere,Maringá,PR,87045-040,BR,-51.90205,-23.42524
Rua 1,Brasília,DF,71730-110,BR,-47.88372,-15.69563
Rua Sodré,Campo Grande,MS,79005-160,BR,-54.61981,-20.47437
Avenida Joaquim Duarte Moleirinho,Maringá,PR,87060-684,BR,-51.94141,-23.46208
Rua Ametista,Maringá,PR,87083-531,BR,-51.95379,-23.40526
Quadra 24,Águas Lindas de Goiás,GO,72920-070,BR,-48.268774390243905,-15.72397487804878
Quadra 125 Conjunto B,Águas Lindas de Goiás,GO,72925-768,BR,-48.2696093220339,-15.724161525423728
Alameda Gravatá Quadra 301 Conjunto 04,Brasília,DF,71901-220,BR,-47.92909,-15.77829
Área ADE Conjunto 31,Brasília,DF,71991-720,BR,-47.99361,-15.87476
Rua Pampulha,Cianorte,PR,87206-346,BR,-52.60539,-23.66323
Rua Alecrim,Campo Mourão,PR,87301-501,BR,-52.36668,-24.06031
Conjunto A,Brasília,DF,73366-773,BR,-47.6467,-15.63759
Quadra EQNO 1/3 Bloco B,Brasília,DF,72250-502,BR,-48.12293,-15.7976
Quadra QN 122 Conjunto 5,Brasília,DF,72304-105,BR,-47.91473,-15.74734
Rua Sebastião Félix da Fonseca,Campo Grande,MS,79091-246,BR,-54.67988,-20.48884
Rua Beni,Campo Grande,MS,79093-570,BR,-54.61542,-20.45584
Rua Taquari,Campo Grande,MS,79100-510,BR,-54.65687,-20.45651
Rua Principal,São Pedro do Paraná,PR,87957-990,BR,-53.22218,-22.82393
Servidão Franzoni,Florianópolis,SC,88025-310,BR,-48.53931,-27.5783
Rodovia Virgílio Várzea,Florianópolis,SC,88032-000,BR,-48.47326,-27.47354
Travessa Olavo Hermógenes Coelho,Florianópolis,SC,88061-065,BR,-48.42433,-27.57528
Quadra 48,Planaltina,GO,73756-048,BR,-47.61088,-15.43246
Rua 57,Goiânia,GO,74045-060,BR,-49.25921,-16.67475
Rua 131,Goiânia,GO,74093-200,BR,-49.25921,-16.67475
Quadra QR 206 Área Especial 1,Brasília,DF,72506-413,BR,-47.929730000000006,-15.773209999999999
Rua 108,Campo Grande,MS,79104-210,BR,-54.62565,-20.43278
Rua Afonso de Souza,Campo Grande,MS,79117-391,BR,-54.63096,-20.54962
Rua Manoel Pedro de Campos,Três Lagoas,MS,79620-172,BR,-51.70092,-20.79973
Avenida Prefeito Acácio Garibaldi S. Thiago,Florianópolis,SC,88062-600,BR,-48.44782,-27.62801
Rua Imburana,Florianópolis,SC,88066-123,BR,-48.50028,-27.70548
Rua Jornalista Ildefonso Juvenal,Florianópolis,SC,88070-230,BR,-48.58537,-27.59869
Rua Maria Carolina de Jesus,Goiânia,GO,74371-106,BR,-49.35118,-16.73463
Rua 8-B,Goiânia,GO,74463-520,BR,-49.3491,-16.6507
Chácara Chácara 23,Brasília,DF,72579-230,BR,-47.92909,-15.77829
Rua Ribeirão Preto,São João Del Rei,MG,36305-151,BR,-44.24033,-21.12605
Rua Lorena Vieira de Souza,Cataguases,MG,36771-408,BR,-42.71151,-21.39115
Rua Manoel Silveira,Cataguases,MG,36773-080,BR,-42.69694,-21.38091
Rua Sinézio Alves da Silva,Varginha,MG,37014-490,BR,-45.44608,-21.54553
Rua Alagoas,Passos,MG,37900-193,BR,-46.60541,-20.71495
Avenida Ataíde,Salvador,BA,40411-430,BR,-38.49885,-12.94547
Rua Copacabana,Salvador,BA,40430-130,BR,-38.49711,-12.93432
Vila Ponciano,Salvador,BA,40451-190,BR,-38.51032,-12.98866
Travessa Vinte e Cinco de Março,Salvador,BA,40470-216,BR,-38.4809,-12.91954
Avenida São José,Salvador,BA,40470-374,BR,-38.4817,-12.9203
Avenida das Virgens,Salvador,BA,40484-615,BR,-38.47627,-12.91108
Travessa dos Ferroviários,Salvador,BA,40717-440,BR,-38.48545,-12.90395
Travessa 9 de Setembro,Salvador,BA,41211-431,BR,-38.50286,-12.92236
1ª Travessa São João,Salvador,BA,41214-070,BR,-38.4536,-12.97061
Rua Capitolino,Salvador,BA,41227-072,BR,-38.46988,-12.93235
Rua A,Salvador,BA,41299-060,BR,-38.33002,-12.9376
Rua da Igreja,Saubara,BA,44220-972,BR,-38.77453,-12.77935
Rua Ruy Barbosa,Canarana,BA,44890-970,BR,-41.76777,-11.68577
Avenida Guanambi,Vitória da Conquista,BA,45051-445,BR,-40.85642,-14.86048
Caminho Quinze,Vitória da Conquista,BA,45052-160,BR,-40.88298,-14.83762
Rua Gericó,Montes Claros,MG,39402-565,BR,-43.87544,-16.74046
Rua Benedito Maciel,Montes Claros,MG,39403-043,BR,-43.85979,-16.75782
1ª Travessa Nipônica,Salvador,BA,40230-049,BR,-38.45913,-12.857
2ª Travessa Frederico Costa,Salvador,BA,40240-760,BR,-38.47744,-12.8662
Rua Uberaba,Divinópolis,MG,35500-263,BR,-44.87103,-20.13677
Avenida das Embaúbas,Divinópolis,MG,35501-514,BR,-44.92833,-20.17583
Rua Coronel José Tomaz,Luz,MG,35595-971,BR,-45.68061,-19.79861
Rua Cardeal,Pará de Minas,MG,35663-678,BR,-44.56459,-19.78685
Rua Três,Contagem,MG,32010-320,BR,-44.08384,-19.87658
Rua Vinte e Cinco,Contagem,MG,32183-590,BR,-44.08226,-19.87355
Rua José Ferreira,Juiz de Fora,MG,36032-330,BR,-43.35782,-21.79968
Rua Doutor Alberto Vieira Lima,Juiz de Fora,MG,36050-070,BR,-43.35127,-21.74166
Rua Dirce Vieira,Barbacena,MG,36200-418,BR,-43.76846,-21.23327
Rua Apucarana,Uberaba,MG,38037-510,BR,-47.9102,-19.78181
Rua Luis Sergio de Sousa Oliveira,Uberaba,MG,38046-454,BR,-47.97932,-19.79037
Rua Alvarenga Peixoto,Ituiutaba,MG,38304-266,BR,-49.45174,-18.99221
Avenida Alan Charley Bull,Ituiutaba,MG,38307-168,BR,-49.48057,-18.97625
Rua LuigiToffoli,Uberlândia,MG,38408-504,BR,-48.27833,-18.91907
Rua Vilma Lara Vieira,Uberlândia,MG,38408-774,BR,-48.23527,-18.94389
Avenida Minas Gerais,Araguari,MG,38440-042,BR,-48.18623,-18.65211
Rua Emboabas,Araguari,MG,38441-026,BR,-48.20922,-18.66964
Rua Evaristo Alves de Almeida,Araguari,MG,38442-176,BR,-48.17409,-18.64844
Praça João Pinto Gonçalves,Patos de Minas,MG,38703-270,BR,-46.47,-18.57491
Rua Doutor Mário da Fonseca Filho,Patos de Minas,MG,38706-194,BR,-46.50239,-18.61684
Rua Zico Soares,Patos de Minas,MG,38706-490,BR,-46.51054,-18.62083
Praça Nosso Lar,Montes Claros,MG,39401-006,BR,-43.85813,-16.74585
Travessa São José,Salvador,BA,40286-560,BR,-38.48731,-12.99239
QI 31 Lote 07,Brasília,DF,71065-904,BR,-47.92909,-15.77829
Quadra 36,Brasília,DF,72736-000,BR,-47.92248,-15.84658
Rua 2 de Julho,Luziânia,GO,72812-565,BR,-47.94039,-16.15114
Rua Antonio Luiz Viegas,Dourados,MS,79831-222,BR,-54.74476,-22.24027
Rua Gustavo Manoel dos Santos,Itajaí,SC,88302-095,BR,-48.66823,-26.91752
Rua Leonídia Silvia Wippel,Itajaí,SC,88309-652,BR,-48.70075,-26.91322
Rua Manoel Athanázio Corrêa,Balneário Camboriú,SC,88332-150,BR,-48.59927,-27.01033
Via de Acesso 6,Goiânia,GO,74482-510,BR,-49.34852,-16.76155
Praça Paris,Goiânia,GO,74483-450,BR,-49.37355,-16.74564
Avenida Gabriel Henrique de Araújo,Goiânia,GO,74484-010,BR,-49.3537,-16.6967
Rua Ceres,Goiânia,GO,74485-700,BR,-49.38707,-16.64975
Avenida Santa Maria,Goiânia,GO,74486-470,BR,-49.32884,-16.67781
Rua Lotus,Goiânia,GO,74491-513,BR,-49.42901,-16.66647
Quadra 19,Novo Gama,GO,72862-619,BR,-48.06343,-16.0695
Rua M,Valparaíso de Goiás,GO,72870-040,BR,-48.00662,-16.07708
Rua João Bagé,Curitiba,PR,81210-520,BR,-49.33218,-25.45272
